DateTime_LST,TA (degC),RH (%),SWC (%),TS (degC),WS (m/s),WD (deg_north),TKE (m2/s2),SW_IN (W/m2),SW_OUT (W/m2),LW_IN (W/m2),LW_OUT (W/m2),LE (W/m2),H (W/m2),G (W/m2),ALB (%),U (m/s),V (m/s)
2018-12-05 01:30:00,12.42,65.44,40.11,16.14,1.44,225.17,0.392,0.0,0.614,317.062,373.028,20.542,-14.353,-6.742,0.0,1.02,1.01
2018-12-05 02:00:00,12.3,62.87,40.12,16.11,1.94,237.36,0.59,0.0,1.231,302.772,370.67,8.593,-32.536,-10.243,0.0,1.63,1.05
2018-12-05 02:30:00,12.87,57.85,40.11,16.08,1.81,240.72,1.115,0.0,0.892,298.11,372.719,5.93,-35.617,-5.614,0.0,1.57,0.88
2018-12-05 03:00:00,12.88,56.73,40.15,16.04,2.46,236.09,1.279,0.0,1.399,294.413,372.282,37.628,-62.227,-11.57,0.0,2.05,1.38
2018-12-05 03:30:00,13.23,51.26,40.15,16.0,2.76,236.84,1.151,0.0,0.843,293.206,373.885,56.8,-47.977,-10.675,0.0,2.31,1.51
2018-12-05 04:00:00,13.31,46.01,40.15,15.96,3.29,238.09,1.234,0.0,0.986,292.463,374.411,51.719,-33.726,-11.092,0.0,2.79,1.74
2018-12-05 04:30:00,13.04,44.74,40.15,15.92,2.67,236.68,1.176,0.0,0.33,294.806,372.883,37.452,-19.476,-11.626,0.0,2.23,1.47
2018-12-05 05:00:00,11.67,51.12,40.14,15.88,1.2,236.54,0.527,0.0,0.655,292.79,366.862,11.783,-5.226,-13.711,0.0,1.0,0.66
2018-12-05 05:30:00,11.23,52.54,40.14,15.84,1.34,231.75,0.319,0.0,1.097,285.667,364.385,15.079,-20.699,-15.115,0.0,1.06,0.83
2018-12-05 06:00:00,10.82,53.51,40.14,15.8,1.46,228.89,0.346,0.0,1.675,284.947,361.799,25.173,-27.508,-9.593,0.0,1.1,0.96
2018-12-05 06:30:00,10.45,54.57,40.13,15.75,1.28,215.57,0.486,17.63,2.94,284.227,362.977,19.912,-20.425,-12.063,16.7,0.75,1.04
2018-12-05 07:00:00,10.61,53.2,40.13,15.7,0.92,103.11,0.372,51.508,5.879,283.507,364.156,-0.331,-0.342,-14.534,11.4,-0.89,0.21
2018-12-05 07:30:00,11.12,51.7,40.08,15.66,0.91,203.51,0.362,314.807,10.153,282.787,365.335,13.442,-2.286,-16.829,3.2,0.36,0.83
2018-12-05 08:00:00,12.34,46.5,40.06,15.61,0.74,218.19,0.268,443.429,15.99,288.336,374.244,27.215,14.367,-17.111,3.6,0.46,0.58
2018-12-05 08:30:00,14.08,45.64,40.05,15.56,1.11,43.05,0.538,377.237,32.659,293.337,384.982,29.358,16.678,-16.825,8.7,-0.76,-0.81
2018-12-05 09:00:00,15.43,50.16,40.05,15.51,1.99,59.05,0.605,68.967,58.117,297.427,396.712,245.217,110.349,-13.637,84.3,-1.71,-1.02
2018-12-05 09:30:00,17.37,45.37,40.04,15.47,2.21,64.93,1.118,563.883,74.527,300.611,411.586,286.946,95.206,-13.81,13.2,-2.0,-0.94
2018-12-05 10:00:00,19.06,38.33,40.01,15.43,2.68,69.08,1.554,538.165,87.824,308.536,425.434,405.629,150.403,-13.982,16.3,-2.5,-0.96
2018-12-05 10:30:00,20.03,36.14,39.99,15.39,2.87,71.31,2.051,568.685,98.225,312.289,434.927,424.794,294.628,-16.567,17.3,-2.72,-0.92
2018-12-05 11:00:00,21.08,38.25,39.91,15.36,3.28,69.79,2.856,540.744,106.705,316.891,444.06,424.353,319.481,-15.576,19.7,-3.08,-1.13
2018-12-05 11:30:00,21.83,37.86,39.84,15.34,3.83,66.86,3.418,982.616,110.163,323.348,449.436,394.633,318.982,-12.433,11.2,-3.52,-1.51
2018-12-05 12:00:00,22.08,41.0,39.79,15.33,4.07,69.12,4.23,1081.318,112.299,328.936,452.248,470.676,337.731,-12.588,10.4,-3.8,-1.45
2018-12-05 12:30:00,22.35,44.48,39.73,15.33,4.62,64.08,3.934,1073.968,114.078,331.606,453.894,316.575,356.48,-5.69,10.6,-4.16,-2.02
2018-12-05 13:00:00,22.65,45.76,39.72,15.34,3.79,61.25,3.625,1036.871,112.966,334.212,457.196,505.125,361.76,-1.524,10.9,-3.32,-1.82
2018-12-05 13:30:00,23.08,43.23,39.64,15.36,3.49,58.24,3.511,1001.809,110.936,334.973,459.417,428.936,367.04,-7.421,11.1,-2.97,-1.84
2018-12-05 14:00:00,24.24,35.02,39.51,15.39,1.88,85.01,2.196,954.061,108.561,338.013,460.512,337.807,295.023,-4.633,11.4,-1.87,-0.16
2018-12-05 14:30:00,24.96,23.57,39.42,15.42,2.78,247.15,3.674,888.024,105.96,341.228,461.608,246.677,117.735,-0.495,11.9,2.56,1.08
2018-12-05 15:00:00,24.65,22.01,39.38,15.46,4.33,256.39,5.901,816.522,102.77,346.481,462.703,155.547,166.829,4.483,12.6,4.2,1.02
2018-12-05 15:30:00,24.01,23.58,39.3,15.51,4.08,242.51,3.352,382.677,50.308,343.893,446.987,118.066,32.272,1.917,13.1,3.62,1.88
2018-12-05 16:00:00,23.75,25.66,39.18,15.55,5.79,246.63,4.865,483.637,73.66,334.116,448.5,30.778,105.483,-5.866,15.2,5.32,2.3
2018-12-05 16:30:00,23.32,28.3,39.09,15.6,5.96,239.07,3.458,387.099,66.1,332.162,445.099,66.522,61.466,6.588,17.1,5.11,3.06
2018-12-05 17:00:00,22.41,32.86,39.08,15.65,5.75,236.17,3.109,254.582,51.958,330.979,437.239,46.54,24.658,5.521,20.4,4.78,3.2
2018-12-05 17:30:00,21.7,36.87,39.04,15.69,5.76,236.95,2.903,138.099,36.141,329.941,430.426,21.958,18.151,2.952,26.2,4.83,3.14
2018-12-05 18:00:00,20.47,42.86,38.93,15.73,6.82,237.11,2.81,39.908,9.187,327.421,419.721,-0.529,3.15,5.149,23.0,5.73,3.7
2018-12-05 18:30:00,19.3,49.84,38.92,15.77,7.16,240.39,2.508,4.467,1.564,325.512,412.147,8.264,-20.333,7.405,0.0,6.23,3.54
2018-12-05 19:00:00,18.27,55.74,38.92,15.8,4.57,234.43,1.963,0.0,0.445,323.323,406.037,14.298,-28.647,3.664,0.0,3.72,2.66
2018-12-05 19:30:00,17.52,58.93,38.91,15.83,4.17,234.09,1.433,0.0,0.63,321.578,401.619,7.003,-12.335,3.418,0.0,3.38,2.44
2018-12-05 20:00:00,16.72,62.67,38.87,15.85,4.55,237.03,1.463,0.0,0.436,317.978,397.38,15.541,-34.354,2.11,0.0,3.82,2.47
2018-12-05 20:30:00,16.4,63.6,38.87,15.86,3.73,228.81,1.547,0.0,0.814,315.28,394.973,14.263,-27.762,1.147,0.0,2.81,2.46
2018-12-05 21:00:00,15.91,65.44,38.87,15.87,3.37,230.87,1.415,0.0,0.59,313.328,392.015,17.38,-30.637,1.832,0.0,2.61,2.12
2018-12-05 21:30:00,15.49,68.03,38.87,15.88,2.87,231.04,1.037,0.0,0.677,312.03,389.375,5.172,-19.238,0.018,0.0,2.23,1.8
2018-12-05 22:00:00,14.14,74.97,38.87,15.88,2.95,235.48,0.665,0.0,0.309,308.425,383.311,0.63,-12.612,0.334,0.0,2.43,1.67
2018-12-05 22:30:00,13.85,75.57,38.87,15.88,2.65,235.17,0.85,0.0,0.923,306.94,381.327,5.565,-26.939,-3.175,0.0,2.17,1.51
2018-12-05 23:00:00,13.24,78.35,38.87,15.88,1.91,228.33,0.313,0.0,0.834,304.555,377.684,7.465,-10.893,-1.786,0.0,1.42,1.27
2018-12-05 23:30:00,13.03,78.68,38.87,15.87,1.47,214.82,0.311,0.0,0.731,303.053,376.094,1.97,-8.743,-3.164,0.0,0.84,1.2
