DateTime_LST,TA (degC),RH (%),SWC (%),TS (degC),WS (m/s),WD (deg_north),TKE (m2/s2),SW_IN (W/m2),SW_OUT (W/m2),LW_IN (W/m2),LW_OUT (W/m2),LE (W/m2),H (W/m2),G (W/m2),ALB (%),U (m/s),V (m/s)
2018-12-03 14:30:00,20.09,61.54,10.32,18.1,2.95,27.35,2.064,481.716,100.124,353.963,426.059,128.889,52.821,10.344,20.8,-1.35,-2.62
2018-12-03 15:00:00,20.74,60.16,10.24,18.13,3.04,64.49,2.651,935.76,190.989,346.897,446.427,252.233,159.817,1.044,20.4,-2.75,-1.31
2018-12-03 15:30:00,21.38,56.76,10.13,18.17,2.97,75.58,2.518,802.94,165.542,347.648,446.65,193.599,124.097,3.02,20.6,-2.87,-0.74
2018-12-03 16:00:00,20.6,60.83,10.04,18.18,4.07,56.85,3.38,425.071,87.666,346.417,427.337,48.476,73.901,0.291,20.6,-3.41,-2.23
2018-12-03 16:30:00,19.87,64.37,10.03,18.16,2.61,27.83,0.922,92.842,17.15,366.496,411.191,44.106,-11.95,1.214,18.5,-1.22,-2.3
2018-12-03 17:00:00,19.68,65.11,10.1,18.14,1.91,17.86,0.545,127.086,28.765,352.99,409.683,28.35,-10.304,4.935,22.6,-0.59,-1.82
2018-12-03 17:30:00,19.53,64.54,10.11,18.12,2.22,22.36,0.669,96.791,22.567,372.611,408.898,35.677,-11.784,-0.614,23.3,-0.84,-2.05
2018-12-03 18:00:00,18.37,74.0,10.11,18.09,0.79,216.13,0.338,33.678,7.695,386.068,405.021,0.285,-4.009,-1.809,22.8,0.46,0.63
2018-12-03 18:30:00,17.64,79.99,10.13,18.08,0.96,279.58,0.567,6.555,1.656,387.789,400.922,19.289,-6.074,3.652,0.0,0.95,-0.16
2018-12-03 19:00:00,17.51,79.5,10.18,18.06,0.91,217.63,0.643,0.0,0.291,386.246,399.073,12.437,-7.674,-2.277,0.0,0.56,0.72
2018-12-03 19:30:00,18.23,68.95,10.18,18.03,2.77,239.17,1.82,0.0,0.07,384.702,400.1,93.318,-60.105,-1.87,0.0,2.38,1.42
2018-12-03 20:00:00,17.79,71.74,10.18,18.0,1.4,60.66,1.288,0.0,0.062,383.158,398.298,56.25,13.185,-2.538,0.0,-1.22,-0.68
2018-12-03 20:30:00,17.11,79.39,10.18,17.98,0.69,301.02,0.195,0.0,0.053,381.615,395.198,19.182,-5.499,-2.684,0.0,0.59,-0.36
2018-12-03 21:00:00,16.31,89.47,10.18,17.96,0.63,340.88,0.223,0.0,0.045,352.456,389.122,4.565,-7.634,-4.781,0.0,0.21,-0.59
2018-12-03 21:30:00,15.29,92.59,10.2,17.92,0.63,351.9,0.153,0.0,0.54,333.898,381.626,-1.708,-3.176,-2.317,0.0,0.09,-0.62
2018-12-03 22:00:00,14.87,92.11,10.24,17.88,0.95,313.49,0.204,0.0,0.747,346.877,380.929,-2.845,-7.21,-5.557,0.0,0.69,-0.66
2018-12-03 22:30:00,15.09,91.05,10.25,17.84,1.07,270.7,0.294,0.244,0.635,380.644,387.794,10.767,-16.773,-5.039,0.0,1.07,-0.01
2018-12-03 23:00:00,15.22,89.6,10.25,17.82,0.52,347.81,0.074,0.0,0.427,377.697,388.86,3.315,-3.392,-6.813,0.0,0.11,-0.51
2018-12-03 23:30:00,15.17,88.85,10.25,17.79,0.89,32.77,0.174,0.0,0.956,330.952,382.033,-4.435,-8.666,-6.565,0.0,-0.48,-0.75
2018-12-04 00:00:00,14.32,90.47,10.25,17.75,1.23,337.01,0.148,0.0,0.484,317.91,375.667,-2.569,-8.707,-8.1,0.0,0.48,-1.13
2018-12-04 00:30:00,13.61,92.84,10.24,17.71,1.11,333.91,0.2,0.0,0.606,318.863,372.679,-9.01,-8.621,-7.985,0.0,0.49,-1.0
2018-12-04 01:00:00,13.67,90.54,10.25,17.66,0.68,353.29,0.167,0.0,1.168,325.75,371.954,-2.107,-8.355,-8.396,0.0,0.08,-0.68
2018-12-04 01:30:00,13.77,89.06,10.27,17.61,0.7,20.45,0.089,0.0,1.896,324.252,370.862,1.494,-1.272,-7.861,0.0,-0.24,-0.65
2018-12-04 02:00:00,13.35,89.75,10.31,17.56,0.92,352.11,0.138,0.0,1.185,316.952,368.239,-0.287,-1.375,-8.814,0.0,0.13,-0.92
2018-12-04 02:30:00,12.96,90.63,10.31,17.51,0.98,339.83,0.178,0.0,0.815,317.47,367.215,-1.775,-3.896,-12.499,0.0,0.34,-0.92
2018-12-04 03:00:00,12.9,89.53,10.31,17.46,0.79,0.51,0.179,0.0,1.218,318.984,366.609,-0.896,-5.059,-12.883,0.0,-0.01,-0.79
2018-12-04 03:30:00,12.79,89.53,10.31,17.4,1.02,359.36,0.199,0.0,1.504,313.997,365.894,-1.643,-5.191,-11.796,0.0,0.01,-1.02
2018-12-04 04:00:00,12.59,88.99,10.31,17.35,0.9,330.28,0.144,0.0,0.885,310.222,363.92,-5.142,-8.548,-13.718,0.0,0.45,-0.78
2018-12-04 04:30:00,12.54,87.59,10.31,17.29,0.76,338.32,0.158,0.0,1.26,306.901,361.785,-1.794,-8.493,-13.021,0.0,0.28,-0.71
2018-12-04 05:00:00,12.42,87.25,10.31,17.23,1.13,345.03,0.098,0.0,1.29,304.282,361.068,-1.217,-4.673,-12.637,0.0,0.29,-1.09
2018-12-04 05:30:00,12.2,86.01,10.3,17.18,0.82,1.62,0.223,0.0,1.387,301.971,359.546,-6.232,-7.661,-12.566,0.0,-0.02,-0.82
2018-12-04 06:00:00,11.97,83.32,10.3,17.12,0.8,13.85,0.302,0.0,1.641,300.032,357.043,1.214,-2.182,-16.6,0.0,-0.19,-0.77
2018-12-04 06:30:00,11.68,82.35,10.31,17.06,0.74,350.83,0.214,19.154,5.711,298.276,357.253,1.017,-6.435,-13.554,29.8,0.12,-0.73
2018-12-04 07:00:00,12.09,81.23,10.31,17.01,0.7,37.56,0.209,91.134,28.33,298.819,364.646,53.893,21.369,-13.151,31.1,-0.43,-0.56
2018-12-04 07:30:00,12.99,80.51,10.31,16.98,0.69,182.61,0.156,226.196,66.079,302.558,381.491,93.369,34.312,-12.813,29.2,0.03,0.69
2018-12-04 08:00:00,14.11,77.05,10.31,16.97,0.88,164.49,0.196,349.676,90.438,308.166,393.356,151.565,71.565,-4.621,25.9,-0.24,0.85
2018-12-04 08:30:00,14.92,75.65,10.31,16.99,1.4,132.0,0.285,488.492,116.458,312.879,406.873,183.853,122.86,-4.448,23.8,-1.04,0.94
2018-12-04 09:00:00,15.98,77.16,10.24,17.03,1.79,124.47,0.658,609.208,137.535,318.624,419.429,220.961,169.134,-2.313,22.6,-1.48,1.02
2018-12-04 09:30:00,17.66,72.19,10.15,17.11,2.49,119.53,0.931,720.873,156.257,328.683,431.653,245.938,161.129,-1.115,21.7,-2.17,1.23
2018-12-04 10:00:00,19.21,66.31,10.04,17.21,3.0,125.64,1.808,880.692,186.801,344.879,443.328,299.602,193.288,3.012,21.2,-2.44,1.75
2018-12-04 10:30:00,19.8,60.14,9.92,17.34,3.17,109.96,1.868,807.943,164.902,358.561,442.148,282.784,164.862,11.93,20.4,-2.98,1.08
2018-12-04 11:00:00,20.47,59.03,9.76,17.48,3.16,103.31,2.602,1015.529,204.892,354.461,452.465,367.047,212.089,7.383,20.2,-3.08,0.73
2018-12-04 11:30:00,20.77,58.63,9.59,17.63,2.94,97.11,3.154,1025.135,202.276,354.972,454.789,240.928,205.411,13.906,19.7,-2.92,0.36
2018-12-04 12:00:00,20.92,60.05,9.44,17.79,3.5,75.85,1.788,1025.678,202.029,357.418,452.448,292.516,161.123,16.992,19.7,-3.39,-0.85
2018-12-04 12:30:00,20.56,61.23,9.29,17.94,3.53,68.2,2.607,781.016,159.088,362.363,442.001,237.949,112.494,12.924,20.4,-3.27,-1.31
2018-12-04 13:00:00,20.78,59.45,9.2,18.04,2.46,58.89,1.953,662.831,138.181,366.473,439.458,278.974,101.436,13.371,20.8,-2.11,-1.27
2018-12-04 13:30:00,20.53,60.12,9.15,18.11,3.3,79.81,1.762,509.567,105.258,361.055,431.094,203.542,78.006,12.559,20.7,-3.25,-0.58
2018-12-04 14:00:00,21.22,58.68,9.07,18.15,3.44,79.34,2.276,912.304,182.813,357.556,447.048,348.649,173.628,4.092,20.0,-3.38,-0.64
2018-12-04 14:30:00,22.42,57.2,8.91,18.22,3.22,109.36,1.784,882.424,177.848,359.872,458.617,371.127,166.955,7.172,20.2,-3.04,1.07
2018-12-04 15:00:00,22.43,54.94,8.8,18.28,2.58,80.53,1.481,745.506,152.904,353.337,449.867,208.344,70.073,1.772,20.5,-2.55,-0.42
2018-12-04 15:30:00,22.77,51.3,8.69,18.32,3.18,148.89,2.716,661.98,140.203,352.501,446.862,196.948,68.445,3.801,21.2,-1.64,2.72
2018-12-04 16:00:00,23.11,47.67,8.58,18.36,3.78,217.24,3.871,578.454,127.502,351.666,443.858,185.552,66.817,5.829,22.0,2.29,3.01
2018-12-04 16:30:00,22.11,49.96,8.53,18.39,3.18,258.0,2.862,410.197,94.887,345.36,429.861,144.87,24.418,0.516,23.1,3.12,0.66
2018-12-04 17:00:00,21.59,50.0,8.5,18.4,3.46,265.73,2.659,327.25,77.963,353.419,424.028,154.039,9.479,3.98,23.8,3.45,0.26
2018-12-04 17:30:00,20.46,51.43,8.5,18.39,3.94,262.66,2.945,158.103,39.128,366.95,413.59,97.706,-38.364,1.419,24.7,3.91,0.5
2018-12-04 18:00:00,19.23,54.2,8.5,18.35,4.14,254.88,2.363,38.496,9.742,367.443,403.537,61.724,-42.29,-2.567,25.3,4.0,1.08
2018-12-04 18:30:00,18.42,54.72,8.55,18.3,4.14,228.96,3.939,6.663,2.459,358.355,397.199,63.859,-43.656,0.161,0.0,3.12,2.72
2018-12-04 19:00:00,17.72,55.25,8.57,18.23,4.19,230.55,3.275,0.0,0.0,348.039,392.582,65.994,-45.022,-6.849,0.0,3.23,2.66
2018-12-04 19:30:00,17.15,52.8,8.57,18.16,5.02,239.52,3.196,0.0,0.0,336.947,389.665,81.546,-52.717,-8.75,0.0,4.33,2.55
2018-12-04 20:00:00,16.7,49.84,8.58,18.08,3.11,255.1,1.966,0.0,0.0,336.665,384.953,42.107,-41.732,-7.33,0.0,3.01,0.8
2018-12-04 20:30:00,16.27,49.31,8.63,18.0,1.93,260.82,1.123,0.0,0.0,323.498,378.309,26.135,-39.517,-9.383,0.0,1.9,0.31
2018-12-04 21:00:00,15.86,50.87,8.63,17.92,2.39,281.59,0.967,0.0,0.435,311.968,376.009,22.975,-49.672,-6.748,0.0,2.34,-0.48
2018-12-04 21:30:00,15.59,53.42,8.65,17.84,1.73,292.31,0.725,0.0,0.218,312.426,372.126,3.198,-21.884,-11.713,0.0,1.6,-0.66
2018-12-04 22:00:00,13.93,62.05,8.64,17.77,0.78,276.84,0.453,0.0,0.0,325.974,368.366,10.459,-32.077,-11.985,0.0,0.78,-0.09
2018-12-04 22:30:00,13.82,61.93,8.64,17.69,0.81,8.79,0.193,0.0,1.249,321.174,364.891,5.053,-12.355,-12.852,0.0,-0.12,-0.8
2018-12-04 23:00:00,13.66,63.66,8.64,17.61,0.8,24.42,0.315,0.0,1.315,308.823,363.278,8.239,-27.336,-13.759,0.0,-0.33,-0.73
2018-12-04 23:30:00,13.54,63.81,8.66,17.53,1.28,33.32,0.487,0.0,1.523,317.52,365.368,12.925,-31.751,-13.164,0.0,-0.7,-1.07
2018-12-05 00:00:00,13.02,66.49,8.72,17.46,0.96,327.04,0.247,0.0,0.375,318.73,362.457,6.235,-17.982,-9.976,0.0,0.52,-0.81
2018-12-05 00:30:00,12.51,68.7,8.72,17.39,1.19,336.05,0.264,0.0,0.278,323.202,361.696,7.713,-15.252,-13.916,0.0,0.48,-1.09
2018-12-05 01:00:00,12.37,68.09,8.71,17.33,0.85,356.23,0.404,0.0,0.889,310.755,358.325,2.62,0.288,-13.988,0.0,0.06,-0.84
2018-12-05 01:30:00,12.3,64.9,8.71,17.25,1.03,1.45,0.404,0.0,1.361,314.182,357.774,-5.522,-11.092,-16.467,0.0,-0.03,-1.02
2018-12-05 02:00:00,12.77,58.32,8.71,17.19,1.15,38.05,0.321,0.0,1.654,300.508,357.292,2.193,-18.227,-16.593,0.0,-0.71,-0.91
2018-12-05 02:30:00,12.14,61.66,8.71,17.12,1.13,32.4,0.531,0.0,1.225,293.891,355.13,5.702,-23.006,-15.137,0.0,-0.6,-0.95
2018-12-05 03:00:00,12.64,56.43,8.75,17.05,1.75,300.81,1.851,0.0,2.052,290.992,356.356,17.112,4.453,-12.952,0.0,1.5,-0.9
2018-12-05 03:30:00,11.96,58.06,8.71,16.99,1.21,38.61,0.559,0.0,0.224,287.981,354.36,28.522,-41.284,-13.966,0.0,-0.76,-0.95
2018-12-05 04:00:00,12.9,48.22,8.71,16.92,1.84,249.56,1.937,0.0,1.764,288.469,355.692,111.962,-34.614,-14.98,0.0,1.72,0.64
2018-12-05 04:30:00,12.39,49.07,8.71,16.87,1.11,244.13,0.909,0.0,1.508,291.212,354.588,67.094,-27.943,-15.589,0.0,1.0,0.48
2018-12-05 05:00:00,11.1,53.94,8.73,16.8,1.26,46.9,0.418,0.0,1.251,288.862,349.148,8.143,-21.273,-12.675,0.0,-0.92,-0.86
2018-12-05 05:30:00,11.28,50.33,8.78,16.72,1.17,21.6,0.298,0.0,1.478,283.233,349.388,5.238,-14.793,-18.548,0.0,-0.43,-1.09
2018-12-05 06:00:00,11.63,45.89,8.78,16.65,0.97,35.51,0.35,0.0,2.749,280.243,349.628,3.457,-15.804,-19.738,0.0,-0.56,-0.79
2018-12-05 06:30:00,11.3,47.18,8.78,16.57,0.8,18.16,0.223,19.622,6.125,281.567,349.867,8.556,-15.385,-18.734,31.2,-0.25,-0.76
2018-12-05 07:00:00,10.63,52.69,8.78,16.5,0.8,324.98,0.181,96.691,30.829,282.892,350.107,10.355,-8.627,-17.406,31.9,0.46,-0.65
2018-12-05 07:30:00,11.62,53.98,8.74,16.46,0.8,225.42,0.259,254.501,77.213,284.216,371.677,72.242,3.067,-18.088,30.3,0.57,0.56
2018-12-05 08:00:00,13.25,51.41,8.69,16.45,0.97,160.88,0.327,380.523,100.956,285.54,387.794,116.993,74.146,-15.784,26.5,-0.32,0.92
2018-12-05 08:30:00,14.82,47.45,8.61,16.46,1.37,145.26,0.324,523.173,127.688,290.574,403.606,170.438,116.55,-10.282,24.4,-0.78,1.12
2018-12-05 09:00:00,15.72,48.7,8.52,16.5,1.68,121.74,0.503,648.39,147.722,294.848,416.043,234.227,167.457,-5.112,22.8,-1.43,0.88
2018-12-05 09:30:00,17.66,47.99,8.43,16.57,1.89,126.55,0.758,766.128,166.33,301.847,429.997,300.852,186.937,-4.988,21.7,-1.52,1.13
2018-12-05 10:00:00,19.44,38.97,8.31,16.68,3.71,120.12,1.152,868.642,182.982,308.952,438.982,276.521,151.256,5.627,21.1,-3.21,1.86
2018-12-05 10:30:00,20.41,37.45,8.14,16.81,4.53,118.1,1.918,954.022,195.987,313.355,445.369,304.342,178.152,1.336,20.5,-3.99,2.13
2018-12-05 11:00:00,21.59,37.94,7.96,16.96,3.86,93.96,2.939,1019.09,202.78,319.273,451.958,537.236,184.198,10.615,19.9,-3.85,0.27
2018-12-05 11:30:00,21.99,39.4,7.78,17.12,4.27,75.78,3.138,1066.519,206.638,323.341,454.11,429.119,193.013,7.56,19.4,-4.14,-1.05
2018-12-05 12:00:00,22.23,41.41,7.62,17.27,3.66,61.75,3.026,1090.564,207.084,326.691,457.077,306.291,158.499,13.857,19.0,-3.22,-1.73
2018-12-05 12:30:00,22.46,45.81,7.49,17.45,4.82,88.71,4.182,1099.207,207.353,330.401,459.658,356.99,222.114,17.287,18.9,-4.82,-0.11
2018-12-05 13:00:00,23.03,46.56,7.36,17.61,3.86,97.75,2.705,1076.441,203.742,333.901,464.397,407.69,204.136,14.764,18.9,-3.83,0.52
2018-12-05 13:30:00,23.23,44.91,7.24,17.75,3.23,95.24,2.672,1055.033,199.729,334.167,464.929,368.075,180.809,22.134,18.9,-3.21,0.29
2018-12-05 14:00:00,23.49,39.61,7.08,17.87,3.23,90.98,4.24,1017.088,196.788,333.337,465.461,397.854,139.66,10.826,19.3,-3.23,0.06
2018-12-05 14:30:00,24.5,27.25,6.94,17.96,2.9,212.51,5.004,977.044,196.711,335.932,465.993,427.633,123.911,7.584,20.1,1.56,2.45
2018-12-05 15:00:00,24.85,24.84,6.87,18.04,2.86,271.86,4.727,895.938,187.012,343.448,463.389,457.412,127.407,8.7,20.9,2.86,-0.09
2018-12-05 15:30:00,23.87,25.16,6.75,18.1,3.41,293.95,3.678,469.502,100.446,340.299,436.15,275.267,-14.45,6.612,21.4,3.12,-1.39
2018-12-05 16:00:00,23.81,27.69,6.7,18.1,2.98,232.78,3.443,587.95,133.734,330.97,441.193,246.632,51.639,2.012,22.7,2.37,1.8
2018-12-05 16:30:00,23.41,30.09,6.74,18.11,3.34,225.58,2.544,493.15,115.713,329.372,436.123,113.573,37.748,11.93,23.5,2.39,2.34
2018-12-05 17:00:00,22.41,34.67,6.52,18.12,3.37,244.98,2.34,345.918,86.004,327.548,424.525,83.456,38.658,-10.718,24.9,3.06,1.43
2018-12-05 17:30:00,21.33,38.85,6.52,18.1,4.0,262.19,3.236,214.479,56.354,324.947,413.66,123.642,-38.789,0.536,26.3,3.97,0.54
2018-12-05 18:00:00,19.96,44.67,6.55,18.05,4.75,256.79,2.518,52.92,12.954,321.972,402.954,59.456,-63.559,-0.794,24.5,4.63,1.09
2018-12-05 18:30:00,18.72,51.64,6.59,17.99,4.02,249.15,2.138,5.237,2.124,319.806,395.047,44.31,-70.897,-5.99,0.0,3.76,1.43
2018-12-05 19:00:00,17.64,57.42,6.68,17.92,3.05,247.03,1.414,2.619,0.02,317.446,388.537,26.514,-56.963,4.334,0.0,2.8,1.19
2018-12-05 19:30:00,16.79,60.83,6.69,17.86,2.03,255.31,0.888,0.0,0.194,315.416,381.744,14.136,-31.44,-11.148,0.0,1.96,0.51
2018-12-05 20:00:00,16.47,61.48,6.72,17.79,3.01,273.43,1.194,0.0,0.707,312.828,382.697,18.617,-52.323,-2.542,0.0,3.0,-0.18
2018-12-05 20:30:00,15.88,64.42,6.74,17.72,2.21,234.41,0.847,0.0,0.308,309.724,378.202,31.953,-68.646,-7.331,0.0,1.79,1.28
2018-12-05 21:00:00,15.09,68.11,6.77,17.66,1.41,224.91,1.003,0.0,0.688,307.019,372.924,10.065,-10.379,-3.936,0.0,1.0,1.0
2018-12-05 21:30:00,14.63,70.66,6.81,17.6,1.23,249.88,0.921,0.0,0.959,305.495,369.864,3.353,-13.906,-9.115,0.0,1.16,0.42
2018-12-05 22:00:00,13.97,72.9,6.82,17.53,1.01,353.8,0.355,0.0,1.173,303.584,364.95,-0.113,-12.656,-7.776,0.0,0.11,-1.01
2018-12-05 22:30:00,13.6,73.77,6.91,17.45,0.98,10.47,0.277,0.0,1.382,302.73,363.351,0.757,-4.712,-7.05,0.0,-0.18,-0.96
2018-12-05 23:00:00,13.41,74.5,6.91,17.38,0.78,345.16,0.311,0.0,1.499,301.177,361.449,-0.375,-14.798,-17.781,0.0,0.2,-0.76
2018-12-05 23:30:00,13.1,75.78,6.88,17.3,0.78,32.33,0.137,0.0,1.965,299.5,359.211,-0.553,-5.837,-14.173,0.0,-0.42,-0.66
